,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
48,EFO:0005233 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0005233,CH12.LX,cell_line,unknown,encode,single,False,0.7372258901596069,OutputType.CHIP_HISTONE,,H3K9me3,
49,EFO:0005481 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0005481,Patski,cell_line,unknown,encode,paired,False,0.9221611022949219,OutputType.CHIP_HISTONE,,H3K27me3,
50,EFO:0005483 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,1.083523154258728,OutputType.CHIP_HISTONE,,H3K27ac,
51,EFO:0005483 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,1.360451579093933,OutputType.CHIP_HISTONE,,H3K4me1,
52,EFO:0005483 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,1.030598759651184,OutputType.CHIP_HISTONE,,H3K4me3,
53,EFO:0005483 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0005483,ES-Bruce4,cell_line,embryonic,encode,single,False,0.6824517846107483,OutputType.CHIP_HISTONE,,H3K9ac,
54,EFO:0007075 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,single,False,1.0572324991226196,OutputType.CHIP_HISTONE,,H3K36me3,
55,EFO:0007075 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,single,False,0.802076518535614,OutputType.CHIP_HISTONE,,H3K4me3,
56,EFO:0007075 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0007075,ES-E14,cell_line,embryonic,encode,single,False,1.1530091762542725,OutputType.CHIP_HISTONE,,H3K9ac,
57,EFO:0007751 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0007751,E14TG2a.4,cell_line,embryonic,encode,single,False,0.8905522227287292,OutputType.CHIP_HISTONE,,H3K27me3,
58,EFO:0007751 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0007751,E14TG2a.4,cell_line,embryonic,encode,single,False,0.813069224357605,OutputType.CHIP_HISTONE,,H3K36me3,
59,EFO:0007751 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0007751,E14TG2a.4,cell_line,embryonic,encode,single,False,0.9412364959716797,OutputType.CHIP_HISTONE,,H3K4me1,
60,EFO:0007751 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0007751,E14TG2a.4,cell_line,embryonic,encode,single,False,0.8585399389266968,OutputType.CHIP_HISTONE,,H3K4me3,
61,EFO:0007751 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0007751,E14TG2a.4,cell_line,embryonic,encode,single,False,0.815933108329773,OutputType.CHIP_HISTONE,,H3K9me3,
62,NTR:0000646 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,NTR:0000646,left cerebral cortex,tissue,adult,encode,single,False,0.721310555934906,OutputType.CHIP_HISTONE,,H3K27ac,
63,NTR:0000646 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,NTR:0000646,left cerebral cortex,tissue,adult,encode,single,False,0.7112945318222046,OutputType.CHIP_HISTONE,,H3K4me3,
64,UBERON:0000160 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7071934938430786,OutputType.CHIP_HISTONE,,H3K27ac,
65,UBERON:0000160 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7914678454399109,OutputType.CHIP_HISTONE,,H3K36me3,
66,UBERON:0000160 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7539669275283813,OutputType.CHIP_HISTONE,,H3K4me1,
67,UBERON:0000160 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7111375331878662,OutputType.CHIP_HISTONE,,H3K4me2,
68,UBERON:0000160 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7150181531906128,OutputType.CHIP_HISTONE,,H3K4me3,
69,UBERON:0000160 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000160,intestine,tissue,embryonic,encode,single,False,0.7024819254875183,OutputType.CHIP_HISTONE,,H3K9ac,
70,UBERON:0000473 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,encode,single,False,1.0683947801589966,OutputType.CHIP_HISTONE,,H3K27ac,
71,UBERON:0000473 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,encode,single,False,0.968593180179596,OutputType.CHIP_HISTONE,,H3K4me1,
72,UBERON:0000473 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,encode,single,False,1.402521014213562,OutputType.CHIP_HISTONE,,H3K4me3,
73,UBERON:0000945 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.7092018127441406,OutputType.CHIP_HISTONE,,H3K27ac,
74,UBERON:0000945 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.7970237135887146,OutputType.CHIP_HISTONE,,H3K36me3,
75,UBERON:0000945 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.7202206254005432,OutputType.CHIP_HISTONE,,H3K4me1,
76,UBERON:0000945 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.7199321985244751,OutputType.CHIP_HISTONE,,H3K4me2,
77,UBERON:0000945 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.7240104079246521,OutputType.CHIP_HISTONE,,H3K4me3,
78,UBERON:0000945 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,embryonic,encode,single,False,0.740330159664154,OutputType.CHIP_HISTONE,,H3K9ac,
79,UBERON:0000948 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,adult,encode,single,False,0.5618533492088318,OutputType.CHIP_HISTONE,,H3K27ac,
80,UBERON:0000948 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,encode,single,False,0.6973929405212402,OutputType.CHIP_HISTONE,,H3K27me3,
81,UBERON:0000948 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,encode,single,False,0.692185640335083,OutputType.CHIP_HISTONE,,H3K36me3,
82,UBERON:0000948 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,encode,single,False,0.6868831515312195,OutputType.CHIP_HISTONE,,H3K4me1,
83,UBERON:0000948 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,encode,single,False,0.6756917238235474,OutputType.CHIP_HISTONE,,H3K4me2,
84,UBERON:0000948 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,adult,encode,single,False,0.6944560408592224,OutputType.CHIP_HISTONE,,H3K4me3,
85,UBERON:0000948 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,adult,encode,single,False,0.7639232277870178,OutputType.CHIP_HISTONE,,H3K9ac,
86,UBERON:0001049 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7124139666557312,OutputType.CHIP_HISTONE,,H3K27ac,
87,UBERON:0001049 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7539045214653015,OutputType.CHIP_HISTONE,,H3K27me3,
88,UBERON:0001049 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7219681739807129,OutputType.CHIP_HISTONE,,H3K36me3,
89,UBERON:0001049 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7634699940681458,OutputType.CHIP_HISTONE,,H3K4me1,
90,UBERON:0001049 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7096217274665833,OutputType.CHIP_HISTONE,,H3K4me2,
91,UBERON:0001049 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.844933032989502,OutputType.CHIP_HISTONE,,H3K4me3,
92,UBERON:0001049 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001049,neural tube,tissue,embryonic,encode,single,False,0.7045016884803772,OutputType.CHIP_HISTONE,,H3K9ac,
93,UBERON:0001348 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001348,brown adipose tissue,tissue,adult,encode,single,False,1.176884412765503,OutputType.CHIP_HISTONE,,H3K27ac,
94,UBERON:0001348 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001348,brown adipose tissue,tissue,adult,encode,single,False,0.8733760118484497,OutputType.CHIP_HISTONE,,H3K4me1,
95,UBERON:0001348 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001348,brown adipose tissue,tissue,adult,encode,single,False,1.4129276275634766,OutputType.CHIP_HISTONE,,H3K4me3,
96,UBERON:0001388 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001388,gastrocnemius,tissue,adult,encode,single,False,0.8399986028671265,OutputType.CHIP_HISTONE,,H3K27ac,
97,UBERON:0001388 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001388,gastrocnemius,tissue,adult,encode,single,False,0.7813575863838196,OutputType.CHIP_HISTONE,,H3K4me3,
98,UBERON:0001890 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.6905728578567505,OutputType.CHIP_HISTONE,,H3K27ac,
99,UBERON:0001890 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.7382095456123352,OutputType.CHIP_HISTONE,,H3K27me3,
100,UBERON:0001890 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.7133506536483765,OutputType.CHIP_HISTONE,,H3K36me3,
101,UBERON:0001890 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.7292711138725281,OutputType.CHIP_HISTONE,,H3K4me1,
102,UBERON:0001890 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.7015257477760315,OutputType.CHIP_HISTONE,,H3K4me2,
103,UBERON:0001890 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.6940265893936157,OutputType.CHIP_HISTONE,,H3K4me3,
104,UBERON:0001890 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.6933051943778992,OutputType.CHIP_HISTONE,,H3K9ac,
105,UBERON:0001890 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001890,forebrain,tissue,embryonic,encode,single,False,0.7562076449394226,OutputType.CHIP_HISTONE,,H3K9me3,
106,UBERON:0001891 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.6891844272613525,OutputType.CHIP_HISTONE,,H3K27ac,
107,UBERON:0001891 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.7350417971611023,OutputType.CHIP_HISTONE,,H3K27me3,
108,UBERON:0001891 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.7514942288398743,OutputType.CHIP_HISTONE,,H3K36me3,
109,UBERON:0001891 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.727671205997467,OutputType.CHIP_HISTONE,,H3K4me1,
110,UBERON:0001891 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.6956125497817993,OutputType.CHIP_HISTONE,,H3K4me2,
111,UBERON:0001891 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.6921545267105103,OutputType.CHIP_HISTONE,,H3K4me3,
112,UBERON:0001891 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.6923432946205139,OutputType.CHIP_HISTONE,,H3K9ac,
113,UBERON:0001891 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001891,midbrain,tissue,embryonic,encode,single,False,0.7679343223571777,OutputType.CHIP_HISTONE,,H3K9me3,
114,UBERON:0001987 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,adult,encode,single,False,1.009138584136963,OutputType.CHIP_HISTONE,,H3K27ac,
115,UBERON:0001987 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,adult,encode,single,False,1.1272075176239014,OutputType.CHIP_HISTONE,,H3K4me1,
116,UBERON:0001987 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,adult,encode,single,False,12.829652786254883,OutputType.CHIP_HISTONE,,H3K4me3,
117,UBERON:0002028 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.6880643367767334,OutputType.CHIP_HISTONE,,H3K27ac,
118,UBERON:0002028 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.7320799231529236,OutputType.CHIP_HISTONE,,H3K27me3,
119,UBERON:0002028 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.7074349522590637,OutputType.CHIP_HISTONE,,H3K36me3,
120,UBERON:0002028 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.754061222076416,OutputType.CHIP_HISTONE,,H3K4me1,
121,UBERON:0002028 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.6878811120986938,OutputType.CHIP_HISTONE,,H3K4me2,
122,UBERON:0002028 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.6859990954399109,OutputType.CHIP_HISTONE,,H3K4me3,
123,UBERON:0002028 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.7725855112075806,OutputType.CHIP_HISTONE,,H3K9ac,
124,UBERON:0002028 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002028,hindbrain,tissue,embryonic,encode,single,False,0.763824462890625,OutputType.CHIP_HISTONE,,H3K9me3,
125,UBERON:0002037 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,encode,single,False,1.0378559827804565,OutputType.CHIP_HISTONE,,H3K27ac,
126,UBERON:0002037 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,encode,single,False,0.9397778511047363,OutputType.CHIP_HISTONE,,H3K4me1,
127,UBERON:0002048 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.6967195868492126,OutputType.CHIP_HISTONE,,H3K27ac,
128,UBERON:0002048 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.7286294102668762,OutputType.CHIP_HISTONE,,H3K36me3,
129,UBERON:0002048 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.7330618500709534,OutputType.CHIP_HISTONE,,H3K4me1,
130,UBERON:0002048 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.7089259028434753,OutputType.CHIP_HISTONE,,H3K4me2,
131,UBERON:0002048 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.7036944627761841,OutputType.CHIP_HISTONE,,H3K4me3,
132,UBERON:0002048 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,encode,single,False,0.6964619159698486,OutputType.CHIP_HISTONE,,H3K9ac,
133,UBERON:0002101 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7089616656303406,OutputType.CHIP_HISTONE,,H3K27ac,
134,UBERON:0002101 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7449390888214111,OutputType.CHIP_HISTONE,,H3K27me3,
135,UBERON:0002101 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7155119180679321,OutputType.CHIP_HISTONE,,H3K36me3,
136,UBERON:0002101 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7253485918045044,OutputType.CHIP_HISTONE,,H3K4me1,
137,UBERON:0002101 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.748898983001709,OutputType.CHIP_HISTONE,,H3K4me2,
138,UBERON:0002101 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7164962291717529,OutputType.CHIP_HISTONE,,H3K4me3,
139,UBERON:0002101 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002101,limb,tissue,embryonic,encode,single,False,0.7306922078132629,OutputType.CHIP_HISTONE,,H3K9ac,
140,UBERON:0002106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,encode,single,False,1.117041826248169,OutputType.CHIP_HISTONE,,H3K27ac,
141,UBERON:0002106 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,encode,single,False,0.7660821080207825,OutputType.CHIP_HISTONE,,H3K36me3,
142,UBERON:0002106 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,encode,single,False,1.140805721282959,OutputType.CHIP_HISTONE,,H3K4me1,
143,UBERON:0002106 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,encode,single,False,1.8932523727416992,OutputType.CHIP_HISTONE,,H3K4me3,
144,UBERON:0002107 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.6820937395095825,OutputType.CHIP_HISTONE,,H3K27ac,
145,UBERON:0002107 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.7250816226005554,OutputType.CHIP_HISTONE,,H3K27me3,
146,UBERON:0002107 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.7142703533172607,OutputType.CHIP_HISTONE,,H3K36me3,
147,UBERON:0002107 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.7519752979278564,OutputType.CHIP_HISTONE,,H3K4me1,
148,UBERON:0002107 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.6865067481994629,OutputType.CHIP_HISTONE,,H3K4me2,
149,UBERON:0002107 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,embryonic,encode,single,False,0.6823640465736389,OutputType.CHIP_HISTONE,,H3K4me3,
150,UBERON:0002107 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,encode,single,False,0.8040080666542053,OutputType.CHIP_HISTONE,,H3K79me2,
151,UBERON:0002107 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002107,liver,tissue,adult,encode,single,False,0.9224603176116943,OutputType.CHIP_HISTONE,,H3K9ac,
152,UBERON:0002108 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,encode,single,False,1.0966510772705078,OutputType.CHIP_HISTONE,,H3K27ac,
153,UBERON:0002108 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,encode,single,False,0.9310719966888428,OutputType.CHIP_HISTONE,,H3K36me3,
154,UBERON:0002108 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,encode,single,False,1.208116054534912,OutputType.CHIP_HISTONE,,H3K4me1,
155,UBERON:0002108 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002108,small intestine,tissue,adult,encode,single,False,1.9917445182800293,OutputType.CHIP_HISTONE,,H3K4me3,
156,UBERON:0002113 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7072042226791382,OutputType.CHIP_HISTONE,,H3K27ac,
157,UBERON:0002113 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7428408265113831,OutputType.CHIP_HISTONE,,H3K27me3,
158,UBERON:0002113 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7423765063285828,OutputType.CHIP_HISTONE,,H3K36me3,
159,UBERON:0002113 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7522321939468384,OutputType.CHIP_HISTONE,,H3K4me1,
160,UBERON:0002113 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7228429317474365,OutputType.CHIP_HISTONE,,H3K4me2,
161,UBERON:0002113 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7110302448272705,OutputType.CHIP_HISTONE,,H3K4me3,
162,UBERON:0002113 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,0.7055747509002686,OutputType.CHIP_HISTONE,,H3K9ac,
163,UBERON:0002264 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002264,olfactory bulb,tissue,adult,encode,single,False,1.022200584411621,OutputType.CHIP_HISTONE,,H3K27ac,
164,UBERON:0002264 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002264,olfactory bulb,tissue,adult,encode,single,False,1.2507236003875732,OutputType.CHIP_HISTONE,,H3K4me1,
165,UBERON:0002264 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002264,olfactory bulb,tissue,adult,encode,single,False,2.538560390472412,OutputType.CHIP_HISTONE,,H3K4me3,
166,UBERON:0002305 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,single,False,0.7608746886253357,OutputType.CHIP_HISTONE,,H3K27ac,
167,UBERON:0002305 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002305,layer of hippocampus,tissue,adult,encode,single,False,0.6960204839706421,OutputType.CHIP_HISTONE,,H3K4me3,
168,UBERON:0002370 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,adult,encode,single,False,0.8401812314987183,OutputType.CHIP_HISTONE,,H3K27ac,
169,UBERON:0002370 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,adult,encode,single,False,0.6527863144874573,OutputType.CHIP_HISTONE,,H3K36me3,
170,UBERON:0002370 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,adult,encode,single,False,1.2918763160705566,OutputType.CHIP_HISTONE,,H3K4me1,
171,UBERON:0002370 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002370,thymus,tissue,adult,encode,single,False,1.4090474843978882,OutputType.CHIP_HISTONE,,H3K4me3,
172,UBERON:0002371 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002371,bone marrow,tissue,adult,encode,single,False,1.0947296619415283,OutputType.CHIP_HISTONE,,H3K27ac,
173,UBERON:0005343 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,encode,single,False,1.0450806617736816,OutputType.CHIP_HISTONE,,H3K27ac,
174,UBERON:0005343 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,encode,single,False,0.8397928476333618,OutputType.CHIP_HISTONE,,H3K4me1,
175,UBERON:0005343 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0005343,cortical plate,tissue,adult,encode,single,False,0.9819069504737854,OutputType.CHIP_HISTONE,,H3K4me3,
176,UBERON:0012314 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.6993829607963562,OutputType.CHIP_HISTONE,,H3K27ac,
177,UBERON:0012314 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.7556224465370178,OutputType.CHIP_HISTONE,,H3K27me3,
178,UBERON:0012314 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.7128650546073914,OutputType.CHIP_HISTONE,,H3K36me3,
179,UBERON:0012314 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.7222095131874084,OutputType.CHIP_HISTONE,,H3K4me1,
180,UBERON:0012314 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,UBERON:0012314,embryonic facial prominence,tissue,embryonic,encode,single,False,0.7108867168426514,OutputType.CHIP_HISTONE,,H3K4me2,
